lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(60:5)_FA 18:2,0.02042190004163523,10.231744868574072,0.02333280089078471,0.8785948137090898,0.9987561971329125,982.9 -> 685.9,TAG2,361275.32189948,148136.470352192,268333.360351476,135913.270050044,162363.731628444,399453.488037004,144904.449279765,139069.891010274,335855.407165616,178235.611816465,15160.1010131839
TAG(60:5)_FA 20:0,-0.18763455614196978,7.799149430321816,1.9664350655418739,0.1608267686092737,0.9987561971329125,982.9 -> 653.9,TAG2,34986.582458484,31879.362304679,39564.722686781,34523.322509775,37601.482788082,51940.203521735,36317.802795405,35599.582340241,49162.083435063,50093.644165039,9801.7408065766
TAG(60:5)_FA 20:4,-0.1114865470020647,9.38228581054671,0.6950862445628445,0.40443972960064806,0.9987561971329125,982.9 -> 661.9,TAG2,106186.067260747,98746.007202149,123787.928588837,106098.347534174,128453.06848145,137899.988464357,120118.22888184,119599.968791985,157565.60961904,129127.4495239,20928.681472777
TAG(60:6)_FA 16:0,-0.07299255334143005,8.462543922253587,0.2978819107338495,0.5852133294269826,0.9987561971329125,980.9 -> 707.9,TAG1,63226.924682595,54610.443725551,51873.223022477,57610.123779311,53622.103942849,100695.427490224,50360.143341039,56688.604003929,61544.743713401,57301.543823253,24803.6418037517
TAG(60:6)_FA 16:1,-0.06836905814053144,7.803564753569086,0.261223592394515,0.6092807740082719,0.9987561971329125,980.9 -> 709.9,TAG1,34527.882415773,34614.702453635,35369.262466432,35876.142364495,36063.962570188,56783.163970965,32333.2623596,36766.202758781,38899.182434064,38777.68246462,17206.7412872338
TAG(60:6)_FA 18:0,0.09264362052313943,9.14366765961936,0.47998015338754385,0.4884313064593359,0.9987561971329125,980.9 -> 679.9,TAG1,96860.426208503,97356.047241211,122907.829223591,81701.725158677,95616.586852985,116666.547851619,76382.604980482,80768.126281743,161508.913940375,77004.905761692,27466.322029117
TAG(60:6)_FA 18:1,-0.014953596627003796,7.89872214671757,0.012499360797392,0.9109815591627948,0.9987561971329125,980.9 -> 681.9,TAG2,41380.962463396,36140.882843017,45007.103332522,37969.942565927,44064.882995608,57476.984069818,38494.062927257,38205.0029258565,49154.603454574,43621.423187263,9793.9806823733
TAG(60:6)_FA 18:2,-0.05204499808026625,7.987720599768358,0.15141084063589005,0.6971907380725709,0.9987561971329125,980.9 -> 683.9,TAG2,42340.282775863,39973.06265259,44680.162872335,39266.762786869,46745.882995604,62994.44473265,39469.422851537,39762.7627677675,51915.243377695,48377.603271476,11757.6208801274
TAG(60:6)_FA 20:4,-0.03484748354835818,8.140815366463151,0.06788974290725491,0.7944344603234591,0.9987561971329125,980.9 -> 659.9,TAG2,47923.10314942,46325.402954088,49126.843749996,42641.743270849,55454.523803702,60039.444122305,46971.443115248,48998.8832435823,57327.443939214,57173.104400615,11053.6608047473
TAG(60:7)_FA 16:0,0.07277288213233567,9.609013693720874,0.29621767380176317,0.5862633736135628,0.9987561971329125,978.9 -> 705.9,TAG1,123776.808776848,129755.34887697,126570.24890135,138507.58935545,144940.11022951,142182.4901123,125108.468505854,137592.08972168,134498.54980469,148332.41137694,50799.5236625605
TAG(60:7)_FA 16:1,-0.05539129967175933,8.488159095931316,0.17155134708718833,0.6787367407762809,0.9987561971329125,978.9 -> 707.9,TAG1,64216.105163575,54996.364074676,52464.72369382,58031.163879373,56892.384216304,99075.246948228,52821.263549827,58887.703918449,59388.223693852,58299.10406491,26213.6416931048
TAG(60:7)_FA 18:0,0.024604663751405985,10.505612823789674,0.033870143087824545,0.8539833083553319,0.9987561971329125,978.9 -> 677.9,TAG1,221039.09570315,240444.65612796,220405.25683592,261927.57836929,280619.64086934,252172.675293,242524.45874032,275251.86254898,272365.49877927,265887.65942378,90128.0671386828
TAG(60:7)_FA 18:2,-0.10176243489217011,7.898847521610962,0.5787374263745733,0.44680763542781893,0.9987561971329125,978.9 -> 681.9,TAG2,38934.163085934,40084.882812483,40772.20254516,36806.822662358,41661.80264281,56163.063903809,43031.442810034,36347.7425002736,50580.923919686,46847.303497296,9902.1407585131
TAG(60:7)_FA 20:4,-0.15090681435817271,8.22490347842672,1.2726726567902915,0.25926588949737317,0.9987561971329125,978.9 -> 657.9,TAG2,44380.263183573,44739.483459467,69701.905456563,42072.502960221,46204.962921113,74634.245605517,52328.923614492,42251.4627380227,78742.70635984,54618.12353514,9416.6006736745
TAG(60:8)_FA 16:1,0.1280485973254639,9.601086995236821,0.9169047559298634,0.3382889968795469,0.9987561971329125,976.9 -> 705.9,TAG1,117871.327453636,134835.249755864,132514.05041504,142462.030639645,144226.53015134,145392.6513672,119707.187805172,135518.74987795,135859.86950685,134490.08984377,50737.1835555818
TAG(60:8)_FA 18:0,0.0885660884384157,12.947483903400924,0.4388534350570126,0.507676373159783,0.9987561971329125,976.9 -> 675.9,TAG1,1253861.16381825,1456649.79541002,1189864.40771483,1466723.30126944,1542811.86572281,1348786.81323217,1352346.3588866,1484509.34863311,1434306.19775373,1440524.6525876,414921.847213514
TAG(60:8)_FA 18:1,0.06433459618363963,10.489573234486773,0.23154955694440105,0.6303772282050728,0.9987561971329125,976.9 -> 677.9,TAG2,235289.876586921,261067.799011147,233623.77685547,263229.898193387,301625.06030277,269807.19946291,249943.21569822,268102.799835211,280954.63916018,277701.15893555,44636.8432846113
TAG(60:8)_FA 20:0,0.018319033989669057,9.915561940084254,0.01877391044514809,0.8910166304633786,0.9987561971329125,976.9 -> 647.9,TAG2,158321.132141097,172408.811218279,158796.0917969,176760.01330566,182231.67395018,203175.73413085,171013.67333985,176150.832756015,178811.19189453,184688.95336915,33874.9623870868
TAG(60:8)_FA 20:4,-0.025319795877833135,7.837514133861278,0.03583317901200189,0.8498604091432838,0.9987561971329125,976.9 -> 655.9,TAG2,37156.082611072,37169.402618399,40199.482818615,39649.802978483,38408.602401732,47933.043518077,37631.742462141,40429.3627471941,46452.003509539,42276.743011465,11285.3207397447
TAG(60:9)_FA 16:0,0.17699546149508064,9.1906610826526,1.751129050878717,0.18573485788729735,0.9987561971329125,974.9 -> 701.9,TAG1,116075.508056659,89362.94689941,121650.60705567,89287.06567381,90145.52624513,124673.2092285,87045.62597659,87185.44592283,113701.88769536,82359.925964354,39614.6026267806
TAG(60:9)_FA 18:0,0.013150994207263293,9.0202210202866,0.009672780594428332,0.9216541418202443,0.9987561971329125,974.9 -> 673.9,TAG1,77566.504943881,86498.925720238,85491.50634767,83622.665466292,85762.28637694,99385.547119134,83496.205627428,91082.806518555,93902.766540526,86096.48632812,42055.2431182795
TAG(60:9)_FA 18:1,0.1316378639646779,12.948102603592307,0.9693138459683723,0.3248513633523781,0.9987561971329125,974.9 -> 675.896,TAG2,1386041.76806632,1500253.56506353,1255195.26953139,1560664.12744127,1610707.63183558,1341900.65966764,1364249.58813489,1515989.1016542001,1509334.42773457,1525658.41723592,219413.255611421
TAG(60:9)_FA 18:2,0.0828843142736843,10.467776549627255,0.3843034503395302,0.5353090536522059,0.9987561971329125,974.9 -> 677.9,TAG2,232096.397613408,252259.259704842,239770.07812498,257940.139648462,296122.58166528,251992.95800787,242044.53820806,268771.161022258,259851.43676753,289496.22290029,47027.4036293105
TAG(60:9)_FA 20:0,-0.07678516645852364,8.547597134983532,0.329664899499448,0.565856474036371,0.9987561971329125,974.9 -> 645.9,TAG2,61808.344055167,57263.283935561,70178.784729001,61080.844482398,65404.764648425,78515.12597658,62727.704345718,63592.7642631342,83613.066101084,76421.745361328,13979.84103012
TAG(54:6)_FA 18:0,4.093527152722776e-4,9.207678028854895,9.372772183269262e-6,0.9975572815447334,0.9995498990152613,896.8 -> 595.8,TAG1,88842.406555187,105162.867126464,80921.10571288,113504.728607193,102984.146850577,105744.12646484,118379.58813477,132137.56909176,86877.405822782,89274.02606203,38006.9627761636
TAG(54:6)_FA 20:0,7.544450444597935e-5,8.087933021466702,3.1822906976231025e-7,0.9995498990152613,0.9995498990152613,896.8 -> 567.8,TAG2,44472.023101811,41197.502899145,51194.764190677,44899.223236111,53623.26416016,57278.964111331,44033.763305665,45917.403339354,55911.963989272,54193.92340089,10909.0007972725
TAG(54:7)_FA 16:1,-6.043179627549368e-4,9.068681175370704,2.0425634602361242e-5,0.9963939946869894,0.9995498990152613,894.8 -> 623.8,TAG1,88762.00598146,83842.42553711,80712.0664063,86601.78649901,90461.606567391,101554.24725341,79512.64611818,95950.507080105,98851.386596696,95514.1468506,44140.1431846558
TAG(56:3)_FA 18:0,1.3856476313947193e-4,9.146804872043994,1.0738880291683017e-6,0.9991731637961764,0.9995498990152613,930.8 -> 629.8,TAG1,92534.34655761,85875.646606432,87621.6665039,93834.786193828,99209.70666505,105043.2062988,87289.12573243,107548.6878662,100588.28649904,101144.08728029,43763.9629974611
TAG(58:0)_FA 16:0,8.35688279611311e-4,9.453241815584178,3.906505980921793e-5,0.9950130905720856,0.9995498990152613,964.9 -> 691.9,TAG1,99757.746643057,114341.14782711,111940.72778322,116896.00854494,132940.98999027,140033.17028808,114154.44787599,131910.62866213,117682.90856933,123297.62902832,49757.123558051
