lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
PGo (30:0),0.16739179125702033,3.9242398595373262,0.6383751302332712,0.4242997991890438,0.7859738255912795,698.5066 -> 509.5066,PG,76921.225494392,75968.445007323,55915.243469237,76924.785522458,64646.404266345,70755.204742412,70550.265808088,62887.684173585,56901.303955084,61041.34445191,24848.801940917
TAG(54:3)_FA 18:1,0.16786260613098378,10.6770947468807,0.6421469532288029,0.4229344219809489,0.7859738255912795,902.8 -> 603.8,TAG1,9346322.9062504,7781243.1562505,7484488.6289082,7041293.8906251,8025210.7499985,9967583.546875,7272890.8164053,7383478.359375,5629329.2773443,6464934.0468751,1796999.30730791
TAG(58:0)_FA 20:0,-0.16661962065885957,4.271383205906327,0.6325461209758032,0.426422915299169,0.7859738255912795,964.9 -> 635.9,TAG2,86410.50622554,84505.32580571,84648.465942407,83843.066070555,75012.0451240506,124017.36914063,73381.38537599,94879.62707521,90137.02636718,100743.26721192,21628.2415771504
TAG(58:3)_FA 20:4,-0.16646064457291931,3.6935517697946683,0.6312722099651182,0.426889042646899,0.7859738255912795,958.9 -> 637.9,TAG2,55649.92370608,51343.943664558,56571.923767094,59104.164947484,50776.9437255714,83732.766265858,42891.083068832,76811.584838847,60363.904479965,56021.543853752,16621.2412300092
TAG(60:9)_FA 20:0,-0.1673327478179716,3.4863588971842034,0.6378696537396136,0.42448328079567976,0.7859738255912795,974.9 -> 645.9,TAG2,48352.563537595,48793.723510725,49024.183532697,48783.703491226,42815.1633338777,69196.205139164,44083.003265385,53025.503906259,51309.24346924,59565.004272456,13979.84103012
Cer(d18:0/16:0(2OH)),-0.16425617264023085,4.431980119759702,0.614745420173449,0.43300664975085223,0.7916070759464522,556.5 -> 266.4,CER,92014.307189936,78208.2451171728,90573.2268219,86601.046630846,93157.446060161,118608.727859504,108560.927535994,96848.927520717,90249.907241833,96457.706634511,37219.602600087
PGo (40:9),0.16415334411204296,3.865495179601635,0.6139204447025577,0.4333155004148411,0.7916070759464522,832.6162 -> 643.6162,PG,75991.205780046,69005.30490114,54344.06336974,77758.925353994,60490.024780259,66280.184234616,68728.445770274,67042.984069824,51868.084014883,57641.884078992,22904.161453249
TAG(56:3)_FA 20:4,-0.16469891896015418,4.525710361428643,0.6180769173568521,0.43176281441145764,0.7916070759464522,930.8 -> 609.8,TAG2,99782.06701661,95694.08666991,104709.486938495,108640.46801756,89762.8659668,162152.09265135,86642.42626953,116789.14782715,96342.6671753,122479.88818357,23092.7016601494
TAG(60:11)_FA 16:0,-0.1641258413112253,2.911253827957751,0.6135063809216206,0.4334706420401645,0.7916070759464522,970.9 -> 697.9,TAG1,27824.181915262,30350.402099617,28021.181976315,25748.881896979,27347.801696778,29083.04187014,28115.542022701,31702.602325445,30831.762329095,40324.002532948,20981.861248007
TAG(60:2)_FA 20:4,-0.16430335304761795,2.6189577545884126,0.614809480351937,0.4329826811866779,0.7916070759464522,988.9 -> 667.9,TAG2,25493.0417098892,25948.781768806,26572.1418952996,26972.3216590834,25712.021739944,33406.322265628,20988.381423957,32497.902099611,29450.642303458,35066.642425533,7551.1005859368
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",0.1624468875143413,4.330430445381572,0.60126095671842,0.4380973180227571,0.7945765055645622,578.5 -> 206.3,CER,89419.4464874166,80419.4655380299,80879.585876459,75416.7654876637,86224.7461051943,91662.9262390064,67559.9849510165,74410.8456649686,73326.305645007,73595.765220644,58641.7236022604
Lyso_PC(10:0),-0.16280591212284407,2.6980793919736468,0.6036756439715987,0.4371790280169784,0.7945765055645622,412.2386 -> 184.1,PCandSM,25088.401603702,32577.30273437,17978.281387326,25249.621841427,35790.202369695,27984.6619949421,35077.542465199,39740.262603742,26646.241531365,27109.6421356376,9327.5806007393
PG (14:0),-0.16259842600612714,3.136450681484925,0.602220280957539,0.43773214006386135,0.7945765055645622,474.2562 -> 285.2562,PG,38418.283172585,32022.942077635,28336.121841431,35238.642288187,38987.422973637,39050.362731939,42096.082977293,40291.442916856,36921.302810679,40488.843002314,19028.4615325889
TAG(58:10)_FA 18:1,-0.1627832267874421,4.928385848463889,0.6038132040544042,0.4371268034926329,0.7945765055645622,944.8 -> 645.8,TAG2,130545.748596203,123690.60809326,129018.40905764,133521.1899414,125901.62939455,207697.33666994,124573.06884765,151663.51123047,138992.42846678,126679.54956056,40561.4027595586
TAG(60:0)_FA 18:0,-0.16280321006766427,4.631166441823819,0.6039379818548696,0.4370794399983733,0.7945765055645622,992.9 -> 691.9,TAG1,108820.487792976,105848.028579716,94227.746688841,95504.767028807,95857.1472702204,149173.750732428,92108.947052009,109822.788104995,89283.28643798,141446.908905035,46323.1234817462
Lyso_PG(20:2),-0.16107226917738984,4.645553080451249,0.5911827451654972,0.44196212261831264,0.7955726461114506,554.3114 -> 365.3114,PG,235950.314147914,96151.126678478,67071.524993891,82687.945449838,81665.765777558,286051.061248828,114236.367919907,103077.947906492,87592.466155984,73888.705673207,17629.3612670889
PE (18:4),-0.16181517626480088,2.5341788489095727,0.5962640316445231,0.4400070280164235,0.7955726461114506,474.2616 -> 333.2616,PE,22621.321372988,22440.941741943,22723.241760251,22155.70149231,20379.981353763,22323.621376034,25664.021865864,30917.8619232186,23979.961639401,23992.021408078,14390.9210433984
PGo (40:4),0.1612396450173575,3.4284508964333034,0.5922638823399211,0.4415450223112439,0.7955726461114506,830.6005 -> 641.6005,PG,53747.623138435,46563.523513786,41904.62335207,54360.143951403,46432.083145134,41973.1426925782,49882.06347656,39755.50231933,42069.323150636,49632.063125623,19963.681449887
TAG(52:2)_FA 18:2,-0.16095822758072542,9.05487095225904,0.5904326518211747,0.4422518636994166,0.7955726461114506,876.8 -> 579.8,TAG2,2458831.71453521,2204450.8710935,2382894.08266143,2336262.57640814,2140849.46680061,4071121.2734374,2121982.17633044,2829663.6601567,2392107.8203132,2066866.40656672,547438.595275911
TAG(58:9)_FA 16:0,-0.1612875022357192,4.410069692892417,0.5927282656026378,0.4413660503444564,0.7955726461114506,946.8 -> 673.8,TAG1,86273.58581546,83501.44592283,73698.46472166,81669.66564942,86556.28601075,119913.24890138,87670.5463867,93548.44653321,87420.70642089,88246.50634764,49575.5833625527
TAG(60:6)_FA 20:4,-0.16108132313785845,3.349619981271,0.5911056695061063,0.44199188140787105,0.7955726461114506,980.9 -> 659.9,TAG2,47785.943145726,40545.162811268,44845.243347168,46294.4433746318,40233.7029914856,68992.685119641,36135.862609861,53655.043823218,46028.683044415,51228.963806128,11053.6608047473
Cer(d18:0/20:0),0.15691626240188897,5.326672690629873,0.5611137306262535,0.4538118513542989,0.7984482257931433,596.6 -> 266.4,CER,224546.357116732,186770.914276095,180865.794219917,190517.692749046,191958.733962983,208311.292922962,183603.332885779,166055.551528935,163600.81246191,181047.97300719,40501.0228271506
Cer(d18:2/14:0),0.15769255624329898,2.951578308994939,0.5663931850764357,0.4516957388209366,0.7984482257931433,508.5 -> 262.4,CER,31267.0621795699,34627.9624786316,25326.8817672766,26996.9817466766,44418.9432029593,35059.9826126069,28952.2420654298,33623.9826126196,24829.2218666084,27718.5017814639,20787.0814590461
CerP(d18:1/20:0),0.15922219243103028,4.386532719657333,0.577628208372289,0.4472434920571651,0.7984482257931433,674.5 -> 264.3,CER,104394.686889628,65638.5647659106,72114.444931012,71928.605300896,68865.1241683945,68175.324844356,61504.4846343923,67890.944892894,61287.6248550441,93544.086143493,83459.8877563614
"lanosteryl oleate, 20:2 Campesteryl ester",0.15662375759767314,3.8397453847186362,0.5588959842908707,0.4547054095528928,0.7984482257931433,708.6315 -> 369.1,CE,52081.4037475665,58048.1440658473,55827.124176027,67891.364410406,60966.384414679,53714.763870248,49553.523437476,53418.6839332432,45343.543273921,71293.26541901,40151.742866504
Lyso_PE(24:6),0.15776239641482073,1.8055064638310332,0.5665374760875463,0.4516381210712136,0.7984482257931433,554.3168 -> 412.3168,PE,16125.8010177589,15091.901054376,16165.981231687,16800.041152958,15031.961120606,14979.721149442,15821.4610900828,16468.701087948,13782.560989374,12255.3406944358,6240.3804283143
Lyso_PG(20:0),0.1573198324004057,3.359128017906664,0.5638193369045439,0.45272545392547503,0.7984482257931433,558.3427 -> 369.3427,PG,46204.362823487,50135.662887531,31047.282257089,50886.203537032,52053.28402706,39994.403015138,48154.343444834,46371.783325179,37054.602691642,40557.763000489,19837.2414970421
PE (22:6),-0.15761908579727985,0.7613388466490174,0.5611503732682204,0.45379711072481727,0.7984482257931433,526.2929 -> 385.2929,PE,1882.440155029,1699.8201141354,1913.5001564025,1882.3401412964,2309.4601783743,3263.0002212528,2231.7201309204,1922.7801475519,2025.420139313,1806.1201019295,16873.0810317968
PE (40:6),0.16006093302791688,4.0466978306093715,0.5837207770907757,0.44485757960413885,0.7984482257931433,792.5539 -> 651.5539,PE,68617.024597164,84803.725540199,55292.563323967,84791.665466298,73416.76498413,74588.564697252,75202.285949714,75329.304748545,51818.103637686,63255.944137576,33680.002273556
PEo (42:2),0.15822515753034036,3.5362682380580375,0.5703627547961785,0.4501148032987235,0.7984482257931433,814.6685 -> 673.6685,PE,64036.784515387,54460.264068594,46200.303375244,56495.1039123732,52463.623794578,57070.184021005,55845.783813464,47814.663269039,42753.722854609,49805.743957528,15781.721206666
PG (16:1),-0.1576722344331801,3.826894070710618,0.5664120475814229,0.451688206062463,0.7984482257931433,500.2719 -> 311.2719,PG,67274.684387197,56176.324005136,44580.082992553,57084.104675285,58836.903869629,56730.063766476,65101.924835198,77961.165130573,57456.303909306,67477.884750381,28432.1016387876
PG (40:9),0.1586118718594949,4.398033946194568,0.5732483933788899,0.44897097108892425,0.7984482257931433,834.5015 -> 645.5015,PG,119695.108367993,111071.487365796,85293.587310804,99679.606323264,98893.787506057,104054.607528742,112544.068847575,98445.027221716,72781.966064403,88115.464965794,20461.661636352
PG (42:10),0.15912424556004628,3.2224139300237993,0.576790368498223,0.4475731511611219,0.7984482257931433,860.5172 -> 671.5172,PG,50304.083831779,37947.50224306,31409.261993409,42435.422965996,42565.383392341,45184.902908316,37692.92311096,35696.382217409,35030.362426756,35604.96247864,20538.541564937
PGo (42:0),0.1585713887367884,3.270164859159419,0.5727934577001292,0.44915100110605666,0.7984482257931433,866.6944 -> 677.6944,PG,52957.263641317,41947.402572623,33585.722381603,40733.843154892,37476.162475572,37831.102523797,41497.423095707,37594.522720327,34805.54234311,38431.782623288,23629.661514279
TAG(52:5)_FA 18:2,-0.15759686203400275,7.667774824890226,0.5660355401050765,0.45183860185510094,0.7984482257931433,870.8 -> 573.8,TAG2,934035.97253383,823504.962375644,1093477.52205319,1019551.05889119,846556.054828785,1786790.36071734,777786.693401269,1176661.81567372,1244167.57019088,532327.598377134,31843.4821014308
TAG(54:3)_FA 16:1,0.1587772315661866,6.039312190674306,0.5745179620969338,0.44846916320299424,0.7984482257931433,902.8 -> 631.8,TAG1,399911.44750976,306443.28247065,294272.16088885,326188.94665512,283907.94128423,413767.32653822,289352.96142583,284918.76184084,217565.91528327,299080.9008789,59708.6841468603
TAG(56:0)_FA 20:0,-0.15994192627714213,6.749305934720745,0.5829869203207636,0.44514391938658593,0.7984482257931433,936.9 -> 607.9,TAG2,558392.1000976,420647.74853523,478984.13623052,477690.65576175,429669.87011728,875197.43945247,409111.72900382,606765.62109385,428669.2680664,455770.00976568,92726.2459983688
TAG(60:10)_FA 20:4,-0.15699285271070476,3.4172777943849986,0.5615026100820302,0.4536554509493047,0.7984482257931433,972.9 -> 651.9,TAG2,42462.702941868,49887.183532718,42524.423095702,55103.203887944,37966.3627929748,64350.825134253,37306.602630619,53157.983825653,44484.023010256,65446.964172363,12763.060791017
TAG(60:12)_FA 20:4,-0.15663917043381503,5.094195776159655,0.559124346038061,0.4546132721304521,0.7984482257931433,968.9 -> 647.9,TAG2,152339.47058106,136964.39001463,157008.67065432,156091.47167967,133252.409915895,216277.89575197,123748.8885498,165826.59130861,149781.51098631,197787.63586429,37702.3224029612
PEo (36:2),0.15609123868639277,14.87291290208569,0.5552872251065959,0.4561653481693522,0.7999508887102282,730.5746 -> 589.5746,PE,198510980.601562,151483507.539063,139499172.6875,133773734.570313,167279737.414063,178173286.252869,152424074.671875,149759754.257812,133382714.6875,117929624.859375,822351.2499999
PIp (16:0),0.15581253314194873,4.344531052930454,0.553182296345085,0.45702031708815893,0.8003900791332308,574.3087 -> 297.3087,PI,94315.786300624,111473.926727329,113224.587341251,21592.6015396042,93940.006042396,86080.7062683,81491.165771503,78075.225647023,73050.124603251,79611.24591072,51618.443618826
TAG(56:7)_FA 18:2,-0.15558583439316487,3.7236276934738473,0.5515294207401666,0.4576934462119859,0.8005100697287574,922.8 -> 625.8,TAG2,57163.964050275,54709.26440429,65316.804626462,56589.104248031,50732.403625471,73709.364929201,46295.223144563,64933.94433596,54735.803466786,89057.7064209,14661.3810501079
PG (44:6),0.15515732573989474,2.6721534949144603,0.5482517160037332,0.45903292316926747,0.8017936547178234,896.6111 -> 707.6111,PG,30570.042114248,24685.801605238,21848.561462387,26166.881805407,26337.2219085585,23296.5616989065,25389.5221099865,22153.6617736861,25144.221603391,23250.4415855475,18946.801406862
PE (12:0),0.15481865887413845,3.0022919734840663,0.5459796621279054,0.45996507098699063,0.8018443072832547,398.2303 -> 257.2303,PE,37658.262603755,35181.962692237,36386.282836925,35294.882507337,36694.482513425,32209.182403569,34432.262374873,31528.562225338,35095.222579966,33716.662696845,14581.501052859
PEo (42:0),0.15460905464852162,3.672406387612754,0.5446046275958167,0.460530659384174,0.8018443072832547,818.6998 -> 677.6998,PE,52340.30355834,58663.8043518149,44393.523162853,65848.624755859,55316.56417847,47874.763122552,55074.743499769,58460.104736373,49155.104125972,45221.783172597,28807.341629022
TAG(58:10)_FA 18:0,-0.15448490138774668,3.870096588606404,0.5437595982917856,0.4608787899112967,0.8018443072832547,944.8 -> 643.8,TAG1,57953.523742678,59608.724243165,59350.063415526,57606.243469245,57861.824157693,72134.324951188,58235.343933084,61279.104797378,55712.1040039,88883.086730962,29132.9621467627
PE (44:0),-0.15409818349405485,2.9692842267021233,0.540888195460866,0.4620648624115638,0.8028528580484389,860.7104 -> 719.7104,PE,27434.221893306,27006.081901547,26157.3618164015,34826.6427764989,35042.2821273862,32240.022224413,43721.2229270918,31857.2616500916,33606.2623138475,30610.5820426922,18921.7212715229
PE (44:12),-0.15340567188836265,3.2883738848614192,0.5361131555464453,0.46404803980525094,0.8037129834436717,836.5226 -> 695.5226,PE,34005.902313232,38851.0226058873,33937.922134387,49572.363403312,40027.522827153,45193.143402115,50166.823883044,44052.642990112,52854.484069802,32494.022529603,18557.9011459368
PEo (42:4),0.15329117998822078,3.2660450561091547,0.5353146719915003,0.4643809911891305,0.8037129834436717,810.6372 -> 669.6372,PE,40768.52264402,48151.962402349,32998.182449331,52339.864074715,44354.163055418,40771.563201891,44259.263000477,44090.423141484,33872.902740471996,40022.10295104,16785.181121827
PG (40:2),0.15344042476072628,4.070085629617703,0.5364659860524625,0.4639010379805501,0.8037129834436717,848.6111 -> 659.6111,PG,89808.607055673,71182.124694817,57410.683792114,77759.285247797,106821.907165555,81942.025634767,87142.986206028,71721.584777811,64843.864379875,66749.32427977,19912.101501459
22:6 Cholesteryl ester,0.15283700704405154,3.9070866058653784,0.5322153777584617,0.465676955013621,0.8049037708068332,714.5845 -> 369.1,CE,56774.2437744016,61267.424484263,54694.2641601705,67872.344909652,63981.9846344202,51697.4833755426,56184.984199508,55726.4041213918,50264.303482056,68042.7450408941,44244.4034881439
TAG(54:3)_FA 20:4,-0.15231671133606972,4.753000521541988,0.5286895143721608,0.4671583364614758,0.8053615071288983,902.8 -> 581.8,TAG2,117503.46862794,115223.70922849,119221.46850584,121476.96887207,108506.80725098,180013.95373535,102914.84716797,131650.14855959,113813.52770999,145721.23071291,29870.4420852746
TAG(56:0)_FA 16:0,-0.15236704946103916,6.566982984652629,0.529096317956828,0.46698703410550596,0.8053615071288983,936.9 -> 663.9,TAG1,536224.45043948,427084.21118171,327276.76416011,388033.16748037,431173.80834961,616929.88378907,366251.34228515,535249.07202135,390237.96704099,519837.79321284,76772.1254119711
Lyso_PE(20:5),0.15121976065223475,2.032615086823376,0.5205835160871288,0.47059287674572436,0.8059433678630635,500.2699 -> 358.2699,PE,20643.321472173,18909.7015380746,15066.1210784912,15709.4612426748,14400.840980528,14564.841033936,15978.2411956793,16824.841072081,15069.8210487346,15766.9211120637,11375.7207603465
Lyso_PI(18:0),-0.15155009113340853,5.485760615641025,0.5234118605167168,0.4693898970777272,0.8059433678630635,618.3275 -> 341.3275,PI,127597.548934808,233798.198425207,295064.961975205,41063.842971803,219593.859008766,209369.975036582,210824.935058589,240318.397918756,164526.211517343,220015.256896886,81685.003906284
PG (18:0),-0.1519465749430741,7.262777092321464,0.5261877907132657,0.46821401579030275,0.8059433678630635,530.3188 -> 341.3188,PG,527664.316162028,646424.086425761,1116037.7878113,335743.803558355,332528.939635814,564081.091949375,781603.066711474,773742.726898068,272908.600860553,1022011.23831174,363028.404327371
SM (d18:1/26:0),0.15094601091208792,6.862672408246144,0.5192819038674088,0.47114816217976674,0.8059433678630635,843.7 -> 184.1,PCandSM,518597.953063956,684621.946349541,485031.25970458,637689.550384565,582467.58526613,615024.592224038,510796.373840372,617859.861693847,413560.455474878,560023.140869191,71747.265815684
TAG(60:11)_FA 18:2,-0.15118393113295364,3.960394085636518,0.5208000458078459,0.470500604638213,0.8059433678630635,970.9 -> 673.9,TAG2,65433.703796379,63601.70428468,71902.22509768,70576.12475582,61602.3042411822,99607.0274658,61668.624572713,82600.58557129,73405.90515138,67729.644775385,18700.8415031401
TAG(60:7)_FA 20:0,-0.15105434687014546,4.095324390901895,0.5199227889097529,0.47087461989915197,0.8059433678630635,978.9 -> 649.9,TAG2,73690.425354004,73537.625213593,78632.045776369,82046.165802006,65809.5644149719,105295.207275398,61560.844604471,87805.426696814,82033.345336903,94497.307556145,16037.3010292076
TAG(54:6)_FA 18:1,0.1499423761848731,9.03528556198695,0.5124160610394028,0.4740948280653675,0.8088937530393642,896.8 -> 597.8,TAG1,3329685.34777839,2572455.92187558,2679421.6562515,2466197.85461347,2668358.69628924,3532368.4876708,2586386.67651379,2706039.03295965,2014000.32141106,2026212.79931623,37363.8027458189
TAG(56:3)_FA 16:0,-0.15008038816770272,3.9455661340919987,0.5132162533673181,0.473749869420925,0.8088937530393642,930.8 -> 657.8,TAG1,64571.164367671,65115.40527343,53025.184265134,66334.944946317,57553.00384522,81713.705505366,55134.604064953,59133.264099097,55030.083984362,101529.16802979,31788.1423759302
"Cer(d14:2(4E,6E)/18:1(9Z))",0.1494599387741761,4.742583947555402,0.5090542003313203,0.47554857238329296,0.8103298710881337,506.5 -> 206.3,CER,150741.071022064,124820.888946529,135389.630874666,116839.407676679,135953.530883793,125798.868225072,111485.96784973,116579.869167323,129563.310237871,130462.4907379,19723.4614143381
PC (40:1),0.14853481215675637,6.626694093545752,0.5028285724033594,0.47825990171010313,0.8125327762616095,844.7 -> 184.1,PCandSM,412835.959899824,600465.528289329,381409.088928234,565724.166748046,483749.721008361,496827.356689494,446022.935119513,542652.398438066,329547.960327182,472906.955047626,71849.1660689718
PCo(36:1),0.14800253468454797,13.784838387749573,0.4992524882342274,0.4798287566159937,0.8125327762616095,774.6 -> 184.1,PCandSM,81317314.0625,75950721.773437,71697976.71875,65833489.921876,74430215.796876,76211979.6066895,69456383.6210932,65987114.2109375,65565848.5234375,65871565.3671875,776657.6694335
TAG(52:6)_FA 18:0,0.14777738620517547,5.075623936456508,0.4976748970875633,0.4805235376229911,0.8125327762616095,868.7 -> 567.7,TAG1,139532.52966309,183616.03344725,142602.209350592,184129.25256349,147169.99084475,175375.93164062,130497.35009765,123506.088073739,129583.05004884,187199.09399415,42313.922836326
TAG(54:4)_FA 20:4,-0.1482002154975797,8.080776078758818,0.5005791118492198,0.479245775943542,0.8125327762616095,900.8 -> 579.8,TAG2,1277776.4088137,1095486.21093764,1209824.82458481,1182249.48486329,1090363.120117,1935620.667969,1120895.70947271,1445190.900391,1180815.4374998,1093905.5781252,299978.898849471
TAG(56:6)_FA 16:0,-0.1479057664606063,4.581731824080426,0.49850631829986014,0.48015716919378815,0.8125327762616095,924.8 -> 651.8,TAG1,86037.42590335,105395.62744144,84295.085876459,109315.8479004,80064.145385778,119375.2692871,86181.74633787,106206.50805664,87032.24658204,136145.00976562,55226.0236091643
TAG(56:6)_FA 18:1,-0.14809389235605738,3.6779877629977276,0.4997075704650342,0.47962864136610683,0.8125327762616095,924.8 -> 625.8,TAG2,51004.763427723,50946.703552231,59437.804382315,60970.504150385,49104.723449694,69827.924987799,45216.44329833,59491.844238282,53253.483642554,84607.405944812,16667.6011733979
PGo (38:4),0.1474214457144267,4.71068570287169,0.4952641763552492,0.48158842610102726,0.8125488022129989,802.5692 -> 613.5692,PG,162856.152191165,120301.827941802,97486.346893347,126127.008422896,115039.827606189,133646.489013705,123066.246551508,111212.06832895,109893.806549057,100847.147216775,32839.762664801
TAG(60:12)_FA 18:0,-0.1473937073340261,3.036507936485304,0.4948756098788891,0.48176043031510885,0.8125488022129989,968.9 -> 667.9,TAG1,33315.202362044,31880.422424311,29152.882324214,30120.62219239,31215.182434097,35897.922332775,29894.782318108,31989.762145991,31103.642028822,48575.863464347,21342.0015678476
TAG(54:7)_FA 16:1,0.147117135655847,4.656321417710946,0.4932159009285897,0.4824962611094936,0.8127545161691725,894.8 -> 623.8,TAG1,114270.92834473,126563.48913574,106986.78747559,118360.42993161,105833.1468506,119033.42895507,96759.76733398,99475.62731932,97922.76745606,120464.447876,44140.1431846558
PEp (42:0),0.14679041859973427,3.639379292774075,0.4909484277023921,0.4835045373725587,0.8134180527080912,816.6842 -> 675.6842,PE,60768.984039317,63661.305130007,43017.223541264,67364.084320087,56545.32440184,60731.5642395,60590.204574563,56518.244018559,45677.663925147,48715.543746932,17506.461196907
SM (d18:0/14:0),-0.14546395424518122,6.664792503595855,0.4822620788545464,0.487399470602415,0.8189300749715704,677.6 -> 184.1,PCandSM,462912.29290757,544427.569091298,336959.04443357,493543.586059568,537373.176208392,467011.856720029,461582.929138223,438617.291870248,610050.292419506,699163.989990237,18610.0613479619
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.1451754087914566,7.919839992044403,0.4803574459401716,0.4882604529074981,0.8193369323821641,384.3 -> 85.1,AC,878665.48022465,655527.78393549,596069.38098135,650808.98901372,736354.013061309,1139204.97741793,725400.40942389,764609.21582036,693112.42614771,717523.8684081,1229674.4001465
PI (18:0),-0.1447639740067794,5.489501090305612,0.47760622273926856,0.4895086047173212,0.8193544786924568,618.3349 -> 341.3349,PI,121657.629196189,241693.996429481,295017.656219482,40731.262680036,227654.538085895,219970.895477358,213197.354034296,240720.916107128,159580.291137617,219012.532073977,79318.48617554
TAG(48:3)_FA 18:0,-0.14490235716230526,4.270779626321413,0.4784631132524737,0.4891192890734704,0.8193544786924568,818.8 -> 517.8,TAG1,82609.365692139,87371.625915544,70014.445861808,97134.127227803,75679.785522464,109745.487701417,80061.585510245,88702.886291515,83841.105590818,110814.507629435,24001.2416534555
PG (30:2),-0.14455437565523696,4.286740147158399,0.47615983954210606,0.49016691985044336,0.8194204569217007,708.4546 -> 519.4546,PG,84394.466262822,78693.585418701,62226.164215086,81374.765037568,73871.624969509,85118.886215202,103805.307357739,92650.885879523,76986.264526375,74346.904907231,45232.0830230295
Lyso_PE(15:1),0.14409720521836425,3.629056879727175,0.4731041760619519,0.4915625579929888,0.8204138264413029,438.2542 -> 296.2542,PE,72072.366271974,53650.3830566398,47300.682830833,58587.32438652,56749.064926115,66174.444900605,50220.084991368,52151.344451875,55779.0249556982,44974.74266054,18006.1410522489
TAG(50:3)_FA 16:0,-0.14392771690099357,9.264874268515321,0.47214845284543117,0.49200043670271487,0.8204138264413029,848.8 -> 575.8,TAG1,3130577.36230561,2647423.2246104,2451438.53418019,2636242.27734412,3326751.96777349,5593891.33300887,3312594.45410154,3047475.69824311,2803726.81884785,1661135.03808618,236530.456802383
TAG(54:6)_FA 20:0,0.14329692611957964,4.041611032795831,0.46791278086897137,0.493948957244127,0.8226269426304706,896.8 -> 567.8,TAG2,88105.3859062212,75042.4845886218,82686.6465301331,88703.9266166582,73681.3056411759,99500.046508789,48417.5836562919,81385.125488257,67048.924804685,88771.4259147369,10909.0007972725
PI (38:5),-0.14288665677677143,3.2841981722937317,0.46514301963622984,0.4952301338589231,0.8237244940065505,902.5489 -> 625.5489,PI,35169.7627754211,53484.04365539,44943.903320311,16667.1611061045,49748.783218364,52490.223999018,49944.363845829,40382.822936997,41314.6630439746,41951.32299804,18057.321220396
TAG(60:2)_FA 20:0,-0.1425698883409828,3.372547209045306,0.46310664775785426,0.49617564507982415,0.8242616738841746,988.9 -> 659.896,TAG2,46771.743743888,43072.94331359,46415.843414291,46381.2833786017,40945.9229278592,70548.544555675,40103.842926007,51076.803527834,49925.803405761,45344.003295893,11867.7206764155
Lyso_PE(20:2),-0.14121323574431466,3.1317439990134104,0.4542266900955383,0.5003345708411391,0.8247709401782742,506.3168 -> 364.3168,PE,36077.642471335,26283.9022140493,22637.1216506906,28136.1221466055,25107.46188353,34693.382247917,27812.90203858,32885.482803332,35097.38225556,26206.921691895,38512.9630508729
PCo(36:2),0.14095949240686292,13.635032648103367,0.4528853270083706,0.5009679338297242,0.8247709401782742,772.6 -> 184.1,PCandSM,72924809.0625,68469676.710938,65049019.5703125,58539564.914062,67172004.4921875,69163363.8970947,62027659.0781251,60837042.3828125,58770155.890625,59441107.640625,659523.42968753
PE (14:0),-0.1419324477285253,4.085058447514393,0.4590491459690611,0.4980686916124353,0.8247709401782742,426.2616 -> 285.2616,PE,78581.484878544,81655.266082772,65950.164215078,71148.30418397,80743.665649395,77861.365951544,83366.625335699,92401.766662604,86309.445892328,87038.886383024,13909.8610305844
PG (24:0),-0.14082430301941834,3.4536111534194864,0.45183312602517844,0.5014657151386033,0.8247709401782742,628.392 -> 439.392,PG,51309.043518048,43887.903320291,34001.782196038,39083.782814025,47822.262786855,55816.043273946,47963.96322633,51205.463409414,43118.882766713,47240.3433456437,24648.8420105
PG (42:3),-0.1409263840405479,4.409517607635283,0.4525801247364143,0.5011122341283452,0.8247709401782742,874.6267 -> 685.6267,PG,105311.027221702,72123.445739712,70038.32565307,110103.009674088,74486.686065683,86831.446105934,114507.689025895,84287.326385595,124533.127471889,77052.826415959,38900.382644659
"PIo (38:5), PIp (38:4)",-0.1416921174471455,3.043155849150649,0.457364629721269,0.498858199283819,0.8247709401782742,888.5696 -> 611.5696,PI,25698.9015884416,42248.602737432,39825.8230895965,17078.5011062635,44032.66297911,45581.123382559,39803.622665399,36529.323036187,31917.082092286,37852.3630447422,15292.5010757413
SM (d18:1/14:0),-0.14162686055216187,6.672177215696831,0.4571652918093605,0.49895176617232834,0.8247709401782742,675.5 -> 184.1,PCandSM,455427.912109263,550831.52142252,338408.3625488,499870.676208525,548221.52490279,459381.417572034,462900.271667482,432106.595886121,628510.483703743,703526.628906295,17490.221374506
TAG(60:8)_FA 20:0,-0.14132334017988038,4.974234053069375,0.45516696225763553,0.4998914046700863,0.8247709401782742,976.9 -> 647.9,TAG2,142769.80957031,127623.20898439,140108.94995116,144847.03015137,127277.76859286,192178.03381348,113350.06848147,157776.53125003,143003.05053711,175638.97119137,33874.9623870868
PG (44:10),0.14038687225671043,2.5495816280374637,0.4488512146634207,0.5028809996096311,0.8260725105250019,888.5485 -> 699.5485,PG,26255.482116704,23899.8216934209,22317.221832269,25317.4419174127,22121.361579895,22489.401428227,27854.942001349,18607.3213272187,21079.441299444,21880.181533817,16547.901275632
