lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
Cer(d18:0/20:0(2OH)),0.13978305614162911,5.968001690430983,0.44533247558865696,0.5045598621613603,0.8261739069346752,612.6 -> 266.4,CER,342452.82159438,287288.101959268,294710.620178209,298487.642059081,319480.824401882,342878.765930242,308106.441589469,268199.519012473,263470.138671874,264028.919616705,47778.962982181
PC (36:8),0.1394904444801073,13.772819235516065,0.44349844669420996,0.5054387194993103,0.8261739069346752,774.5 -> 184.1,PCandSM,80725675.945312,74582961.679687,71055105.960937,64744114.164064,74083931.007812,76841009.6544189,68356021.8320312,66038097.7734375,65177596.625,65060503.3125,762587.417481
PC (44:8),0.1396966648063521,3.998992108678014,0.4447042688034344,0.5048606008096813,0.8261739069346752,886.6 -> 184.1,PCandSM,77738.7860679115,107895.089080822,56149.2437591526,93853.845931948,69093.504409783,92117.6860198608,85366.185653643,92790.746444685,52108.9635124209,59961.944045983,6576.0004272462
PCo(36:5),0.13974259965451485,13.594108048192625,0.4451026659627285,0.5046698423275516,0.8261739069346752,766.6 -> 184.1,PCandSM,71469187.265625,65790179.21875,62915284.203125,56747542.5,65687310.4296875,67181630.0234375,59995103.25,59115679.5546875,57247047.09375,57988434.0390625,723037.90771509
PG (42:7),0.13906419129792824,3.332746393224279,0.44059408021007584,0.5068358574528553,0.8274360977405432,866.5641 -> 677.5641,PG,55930.904266338,42147.98265076,33700.68260193,40598.282714823,42770.102981573,42185.022995,40929.803100582,38583.16227722,40329.662872318,38320.662979116,24496.341751102
PIp (40:6),-0.13828251602884004,4.1900791360204765,0.43575507549849135,0.5091784478914723,0.8302367795668832,912.5696 -> 635.5696,PI,61709.1438522234,91082.94644167,91867.746643116,32892.542167668,112653.028503346,111037.628570537,96625.187683062,70845.044921855,72899.225585928,90001.666687007,25681.041992186
PCp(36:5),0.13788181633388438,13.575393483378255,0.4333322750225786,0.5103583653034569,0.83113711643515,764.6 -> 184.1,PCandSM,70503806.609375,64956397.7187495,62233676.7265625,56052179.421875,64574418.703125,65942558.8980713,58315929.1367188,58210872.765625,57588197.765625,57721676.5390625,672579.62500006
Cer(d18:2/22:0),0.1368078462807912,3.5994578352044897,0.4264603115547061,0.5137309505760812,0.8313082064002834,620.6 -> 262.4,CER,58501.464321144,52694.6838722244,54850.1840782033,57093.5843391525,51516.2636527993,53261.5434875626,54872.5838890035,55528.0439987198,47075.5834617581,47104.9634246569,20804.9814910879
PC (42:10),0.13621668002233567,6.459347083276311,0.4229143052962172,0.5154864331228344,0.8313082064002834,854.6 -> 184.1,PCandSM,376034.388457794,551237.132507299,328089.4185481,484836.188812334,427693.075653029,450381.311294544,413431.352172817,497066.030273496,293337.301024896,391565.83114618,64998.365142819
PCo(42:0),0.13750843665208548,5.986252676010444,0.4309625820568641,0.511517001542406,0.8313082064002834,860.7 -> 184.1,PCandSM,224852.917632971,425582.208496051,176048.39108279,393250.367004399,316283.187805675,363017.688659723,295375.214721693,432049.510192893,164801.072387668,205889.237853961,59325.6235351425
PE (42:10),0.13663001892824236,3.482924784989386,0.4253445457960652,0.5142821955272403,0.8313082064002834,812.5226 -> 671.5226,PE,53696.944183339,55264.043869009,45982.902832042,53112.303558368,52622.483764649,50329.844223027,54482.443328853,49910.603927601,45422.303436253,43962.743408203,15755.521102906
PE (52:4),0.13705774128580278,1.937866487979823,0.42768211214513485,0.5131284977278767,0.8313082064002834,964.773 -> 823.773,PE,14721.7011337254,15517.6211242684,16994.42115402,22035.6011314432,15710.941116327,13320.9210166915,19198.2412261979,17234.0413360636,16022.5612182584,13837.9610595661,7281.3205871577
TAG(52:5)_FA 16:0,0.13622133786903928,9.674901259960423,0.4229601492988877,0.5154636708834552,0.8313082064002834,870.8 -> 597.8,TAG1,5089066.22485404,4035912.62854017,4150052.42700102,4071663.23266609,3949596.68823169,5540789.58593695,4164836.3210449,4393154.95483396,3001340.97595171,3105511.54492148,33542.5619087185
TAG(54:5)_FA 16:0,-0.13707363296891611,4.163075846097362,0.4281641004133121,0.5128911738883883,0.8313082064002834,898.8 -> 625.8,TAG1,74539.24511717,75393.84484862,68309.58532713,70845.565429705,70442.585388206,76445.60498046,68145.785095192,65446.405334469,66468.425109849,130041.748840277,36386.0028762906
TAG(56:2)_FA 18:2,-0.13733863249824121,5.254468446605358,0.4298810461209541,0.5120473228653822,0.8313082064002834,932.9 -> 635.9,TAG2,168948.31298829,152445.53112792,174982.91210939,179607.01293949,159820.69165043,269637.83862297,143490.5114746,182111.6350098,178868.79321289,185132.77441408,37810.3626136823
"(5Z,8Z)-tetradecadienoylcarnitine",0.128933620034982,7.997482976127101,0.3789249845103768,0.5381791286449469,0.8361180875169807,368.3 -> 85.1,AC,1297885.70996134,1152074.94628873,1110648.92040982,1185572.43139643,1213337.08569325,1380955.80004751,1132719.80078246,1070376.19494691,1008603.23583984,1049638.15112346,351950.02343741
20:0 Campesteryl ester,0.12982305017927306,3.8907305622511164,0.3840520325692296,0.5354425953236948,0.8361180875169807,712.6628 -> 369.1,CE,56055.823677067,62112.1644134432,53517.3237075926,65191.004928593,64169.984649641,56127.703872672,52581.5836563159,53340.0435485914,48747.043502803,72777.145423885,42768.323028558
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.13222084725147157,2.8804429879217235,0.39825813939546606,0.5279901999323116,0.8361180875169807,724.6628 -> 369.1,CE,32988.4821777211,30612.9221801838,29584.7619781449,35352.1226158105,35895.3427963131,27723.1819496233,26941.6419601495,30159.5622901881,24889.9616851866,44679.1831016649,13798.4009819034
C24:6,0.12843224044189128,7.107903453447544,0.3759787687741891,0.539763227414999,0.8361180875169807,355.3 -> 355.3,FFA,579030.224395617,749324.261840837,586045.731429955,482908.834136797,638393.00120543,606245.395172302,596048.122924697,597712.663604744,471525.591522301,586495.540801884,285214.09967042
Cer(d18:1/22:0),0.12825207963754814,3.9403906140758447,0.37483216646054984,0.5403820333715,0.8361180875169807,622.6 -> 264.3,CER,82885.1452560363,61867.1643486025,65482.8245773284,66824.4050102182,68297.8647842388,71433.2446136436,63633.6248245362,65861.8656463613,55486.3043518176,69782.0852126892,27524.1018447841
Cer(d18:1/26:0),0.1279869014469687,4.1422549331083545,0.37328441950126034,0.5412193986644815,0.8361180875169807,678.7 -> 264.3,CER,90379.325950633,64111.5448303324,64141.845077522,69051.104507437,58592.844268783,64362.1246337953,61922.90411378,60466.2043914751,53647.183517447,85933.267005887,57094.8837890253
Cer(d18:1/26:1(17Z)),0.12699358886965803,4.196158539577813,0.3675169393467854,0.5443608696673998,0.8361180875169807,676.7 -> 264.3,CER,95957.9269561892,63184.624710069,65315.164588923,70464.444343552,59072.9840545689,69446.205055207,62152.1846199105,61384.0239944371,54861.683715838,86425.8259277389,61974.163879396
Cer(t18:0/16:0(2OH)),-0.1297598975626364,8.283486517542274,0.3837971358643699,0.5355780466211385,0.8361180875169807,572.5 -> 282.4,CER,1499574.47430474,1216062.86242681,1327287.50793461,1328462.17181394,1863827.24884039,1425338.88037049,1308609.07861374,1477210.31933653,1191678.21405051,2719483.98730466,113469.688369803
Lyso_PC(24:1),-0.12818481397671594,3.626389135353451,0.37442165840093367,0.5406038954555507,0.8361180875169807,606.442 -> 184.1,PCandSM,49797.683502202,68106.104705796,38843.002716063,56846.524063094,57278.863525407,61571.264465341,66448.765197753,78744.525642415,44626.523223879,54251.744613645,13131.8209457439
Lyso_PI(22:6),-0.13024249435209884,2.8905585445532807,0.38646539199328345,0.5341632179452264,0.8361180875169807,662.2962 -> 385.2962,PI,30848.642097479,39518.402694705,44349.762725816,10893.1408004767,49791.103256221,42077.503311137,38849.58265686,40005.742889402,33677.822143566,41647.262939448,1602.2801017765
PCo(36:3),0.13064608464199293,13.600734613557616,0.38906012717295557,0.5327938528959787,0.8361180875169807,770.6 -> 184.1,PCandSM,70655687.164063,66113341.750001,63439624.0859375,57408233.7578125,65633032.1484375,66894773.251709,60758876.453125,59943924.0703125,57327902.4453125,59118072.4453125,619450.42089856
PCo(36:4),0.1328630333671086,13.599393567524489,0.4023714695372358,0.5258670657394665,0.8361180875169807,768.6 -> 184.1,PCandSM,70694945,65971223.351563,63397821.5,57422042.0625,65656513.5234375,67001908.7973633,60358916.1289063,59299262.8359375,58148973.3359375,58609772.046875,640531.52343777
PCp(42:6),0.1275538380652263,6.4701067246457304,0.37085040463546193,0.5425410893066841,0.8361180875169807,846.6 -> 184.1,PCandSM,370742.026702867,548334.539978509,331816.482421827,500812.049591108,413567.516845757,464593.437957722,411006.804077639,482733.126892059,285493.156677701,415602.053100731,70794.7446747272
PE (22:1),0.1327505156911327,2.5038252486931505,0.4013661924353329,0.5263845404124695,0.8361180875169807,536.3712 -> 395.3712,PE,20917.3814506625,25074.6416435291,20445.3813819867,21431.5815582229,31892.542144763,25020.5218849066,23893.2616920581,25099.8617019598,18904.5013580321,19651.8414993309,14358.0611305199
PE (42:11),0.13281577253068938,3.3903898995451436,0.4019212639399825,0.5260987006050347,0.8361180875169807,810.507 -> 669.507,PE,42555.883209199,51326.803161622,38156.062789921,55116.283493034,49750.463256846,44881.843566903,51350.303100586,44127.263198859,40768.562759378,41589.442886359,18193.9412384032
PE (42:5),0.13398031416923062,2.7972218737968992,0.40890828413898817,0.522524137891063,0.8361180875169807,822.6009 -> 681.6009,PE,30985.482238767,32565.042419439,27047.102096554,31969.022521964,31830.861923203,31096.642044066,32302.022171024,27485.7217941309,28155.1021652167,25849.141555785,13547.061027531
PG (22:0),0.1300509310178903,3.1175658338547922,0.3853169651213193,0.5347713332571414,0.8361180875169807,586.3814 -> 397.3814,PG,36657.962387105,35679.782409668,31235.322074893,32884.662170405,43537.083251936,27277.1017684899,36461.1023635753,29457.3420867908,27272.441970838,47606.243560799,23464.28164673
PG (32:4),-0.12974687565202978,3.308034641663767,0.3835562993124313,0.5357060835976086,0.8361180875169807,732.4546 -> 543.4546,PG,42961.003097549,38822.522628794,34104.04226684,43160.463150023,42875.663101193,41582.6430740489,53887.403015117,43508.983192446,45647.544006331,41777.8228530779,18674.581115719
PGo (28:0),0.12713991639800792,4.328544127636285,0.36839143365068594,0.54388238278185,0.8361180875169807,670.4753 -> 481.4753,PG,114045.588256835,120559.108642564,63672.304779055,113013.649230954,72102.365020754,123622.668167104,95606.507232645,101287.787445066,61151.123809824,80412.826171891,19947.0814209025
PGp (16:0),0.1320406811413571,3.9443684954999614,0.39725948352293017,0.5285079783043117,0.8361180875169807,486.2926 -> 297.2926,PG,61330.563629161,49534.783599836,51630.523361217,51491.783569324,45217.38299561,49216.103210456,47093.823272705,53628.523437486,45114.343444818,48725.76403807,71245.863723753
PI (38:0),-0.1329474242946554,4.161051711307446,0.4027886344228495,0.5256525927739651,0.8361180875169807,912.6271 -> 635.6271,PI,58062.3243560553,90168.0057678,90572.066070541,31321.6421890169,108764.187469463,109151.847076395,86805.246200614,72046.205230727,75591.864074703,83446.085723806,27474.94189454
"PIo (36:4), PIp (36:3)",-0.12713422517124787,4.213589621363221,0.3683522238466139,0.5439038201075791,0.8361180875169807,862.554 -> 585.554,PI,63089.1640281949,108466.586097744,104892.046081615,27064.0619277888,108514.687973021,108456.967773497,92358.287292415,87635.52650457,84846.34582516,87808.065627965,18644.0614623961
PIp (42:2),-0.12856824641771836,2.631544343768004,0.376527866379206,0.5394673463903525,0.8361180875169807,948.6635 -> 671.6635,PI,22988.4012832597,31897.5822448698,32783.182220442,10129.1005897518,30665.382186904,36849.802558919,27630.32215881,30184.902282699,23566.8815002415,26596.82192231,11069.5608062734
SM (d18:0/16:0),-0.1311939441317257,8.814822632467935,0.39232572220498696,0.5310794299447233,0.8361180875169807,705.6 -> 184.1,PCandSM,2275042.38525331,2150199.7294917,1949428.15429731,1989832.73437435,2312879.27026417,2501050.36463985,2256282.1320800902,2279920.60449241,2438467.21044893,2529017.16503892,36163.122695918
TAG(50:1)_FA 18:1,-0.13070625704415012,5.86574399660761,0.3893909735074885,0.5326197057020204,0.8361180875169807,852.8 -> 553.8,TAG1,249979.67846679,306669.90161133,210995.63452146,234404.81542978,242859.75756851,348635.64501949,231618.75659181,248115.23730475,227178.31640616,355448.34716799,80324.4463043388
TAG(52:1)_FA 18:2,-0.13349508475238445,5.613944215328167,0.40617443011478827,0.5239176279433956,0.8361180875169807,878.8 -> 581.8,TAG2,221552.976058968,215616.07585906,223992.796302787,227201.697464062,187535.412883779,332873.44335926,189524.973285665,246989.39819339,218739.77539069,242562.536857596,47482.3033409175
TAG(52:6)_FA 16:1,0.13341147012392426,10.114066707224142,0.4056977549334988,0.5241612720411205,0.8361180875169807,868.7 -> 597.7,TAG1,6866804.47656289,5479638.19946324,5743412.22668375,5567806.32714953,5199382.58190918,7468248.6472153,5790118.71496479,6017000.45459029,3997089.98034725,4172822.42211874,33402.7024116331
TAG(54:0)_FA 20:0,-0.12730381598824253,6.363761620613335,0.36939690990766394,0.5433331875382884,0.8361180875169807,908.9 -> 579.9,TAG2,391452.60839827,334572.2226563,370236.16552742,366532.42675783,347412.28173809,576912.31494124,323729.76635765,449749.85400392,360942.46582046,351682.86621105,82887.8854751759
TAG(54:0)_FA 20:4,-0.13402353002237322,4.343213601831077,0.409350816378264,0.5222991893271361,0.8361180875169807,908.9 -> 587.9,TAG2,95415.987243663,87413.386596687,105117.987426736,97861.467193596,75521.465087903,141489.629882819,83872.186157212,113067.368041971,99454.987609878,90273.586181645,10775.7207908661
TAG(54:2)_FA 18:2,-0.12740238066676912,8.310917841397137,0.369982346357574,0.5430138910423725,0.8361180875169807,904.8 -> 607.8,TAG2,1519395.4121092,1314977.6914064,1461298.7089842,1485185.1582031,1272753.9355467,2372385.671875,1289670.5830074,1665867.0253905,1333136.7714844,1406647.4443359,275217.78045275
TAG(54:5)_FA 18:0,0.13080967891260187,8.986703015778332,0.39003203214241466,0.5322825647736393,0.8361180875169807,898.8 -> 597.8,TAG1,3291599.20343125,2517795.73803769,2505071.40307667,2267279.52099523,2620657.08032237,3494903.83288625,2501389.99267529,2607990.11511286,1926155.71246298,2012457.31994575,32107.4822349548
TAG(56:0)_FA 18:2,-0.13349982612874797,3.724006754462391,0.4061125179314331,0.5239492618997871,0.8361180875169807,936.9 -> 639.896,TAG2,51956.963623045,55081.904266349,61951.104614248,62388.424621566,57207.644042986,81867.84570313,49118.343414301,72747.204528812,66664.203979484,58494.444274885,13627.6010284358
TAG(58:0)_FA 20:4,-0.13458503589367146,3.24186519535028,0.41268747216031443,0.5206085928362502,0.8361180875169807,964.9 -> 643.9,TAG2,39963.722839348,39946.522644057,45982.003601074,40718.642639155,37580.342426299,57218.364379887,32986.022338882,49988.623779304,44449.443115214,48140.563049313,11137.5008811925
TAG(58:5)_FA 18:1,-0.13133079019882268,3.668710537144488,0.39301794131257317,0.5307172943407752,0.8361180875169807,954.8 -> 655.8,TAG2,50328.043304431,50854.84356688,57422.344116227,55531.763732895,53601.9635162295,68767.164611801,51039.18386841,62079.824584961,61304.02410889,60114.764709463,18877.361225127
TAG(58:6)_FA 20:0,-0.13047751558308623,3.59375677017355,0.3879259156462922,0.533391648167073,0.8361180875169807,952.8 -> 623.8,TAG2,61606.744506808,53973.58380129,49470.12390136,51456.904083244,43979.363189729,77058.20532223,41172.503173838,65774.324523939,55960.944213852,56128.823974597,14839.5210304196
TAG(60:1)_FA 18:2,-0.12701914381458657,3.100530684292593,0.3675883980761796,0.5443217412287845,0.8361180875169807,990.9 -> 693.9,TAG2,36823.5826415918,37934.5028457513,39876.5227050604,36052.3625221138,33309.7223319856,47000.883483879,31543.1424827345,42059.443267818,40960.622898117,46176.0432357792,11086.8207931515
TAG(60:10)_FA 16:0,-0.13056694284809725,3.005978959645738,0.38836800067861077,0.5331584995919951,0.8361180875169807,972.9 -> 699.9,TAG1,32725.582336424,33132.342559784,30148.102020239,27474.302337657,31947.242248507,36981.122680677,31850.782073981,32177.48226928,30697.342041,43412.562988285,19861.1214828429
TAG(60:11)_FA 20:0,-0.13244664976675138,3.162023551412205,0.39966979019260407,0.5272598402216618,0.8361180875169807,970.9 -> 641.9,TAG2,39740.242767318,37910.562347408,38130.482849116,40900.902770979,33979.5626335112,56327.704284671,32282.722229,46396.342895484,42200.023223885,40119.703002933,12032.3409233141
TAG(60:12)_FA 16:1,-0.12981427127825346,2.8869217150537643,0.3838728493765302,0.5355378062046644,0.8361180875169807,968.9 -> 697.9,TAG1,27698.2018432616,28588.582092298,28006.921783431,25663.421813969,25529.801971439,31155.822235139,29089.021728508,27335.621948247,24842.621810913,40468.562805173,22325.4815406785
