lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,API_Block10x,API_Block10xcopy,Control,Controlcopy,Blank
TAG(52:5)_FA 20:0,-1.056761264943224,3.6882430857599515,2656.0297388134804,0,0,870.8 -> 541.8,TAG2,7109.0204849239,7109.0204849239,14545.021087647,14545.021087647,8108.580627436
TAG(52:5)_FA 20:4,-2.123834328088698,7.409464390220273,18416.819405063474,0,0,870.8 -> 549.796,TAG2,61555.024353022,61555.024353022,263867.43408203,263867.43408203,23653.961723333
TAG(52:6)_FA 18:2,-1.9968235014071691,5.860691808725757,14447.537149082184,0,0,868.7 -> 571.7,TAG2,21996.3818168632,21996.3818168632,86345.685852153,86345.685852153,14189.5411834735
TAG(52:6)_FA 20:0,-0.9676538447696253,4.22539185452138,2694.054007044348,0,0,868.7 -> 539.7,TAG2,11269.5408859297,11269.5408859297,21676.301696778,21676.301696778,8676.660587309
TAG(52:6)_FA 20:4,-1.3614916934258767,8.798668481701766,8315.141581221143,0,0,868.7 -> 547.7,TAG2,222910.07495124,222910.07495124,563330.7402345,563330.7402345,198869.25366223
TAG(54:0)_FA 16:0,1.0619866894700791,5.068806570064652,3743.361067829723,0,0,908.9 -> 635.9,TAG1,35354.322662358,35354.322662358,16654.621170038,16654.621170038,30344.781951902
TAG(54:0)_FA 16:1,1.4415222475970169,5.0385539810274835,6644.195976303711,0,0,908.9 -> 637.9,TAG1,37590.462249764,37590.462249764,13611.860954283,13611.860954283,29230.922561642
TAG(54:0)_FA 18:2,-0.7790410249412193,3.8150272638757485,1550.543815581873,0,0,908.9 -> 611.9,TAG2,8963.5006790163,8963.5006790163,15127.901107789,15127.901107789,7963.6605148298
TAG(54:0)_FA 20:0,-1.2220248905031774,5.416413008705649,5334.963946161222,0,0,908.9 -> 579.9,TAG2,21733.5014877293,21733.5014877293,49863.303527815,49863.303527815,26990.02160644
TAG(54:0)_FA 20:4,-1.3182794810458895,4.49709925151994,5195.8999088761075,0,0,908.9 -> 587.9,TAG2,11477.8608169596,11477.8608169596,28150.702224739,28150.702224739,10710.0807151779
TAG(54:1)_FA 16:0,1.0842287737228642,5.714653535253378,4400.59441881236,0,0,906.8 -> 633.8,TAG1,58888.644348139,58888.644348139,27316.741973872,27316.741973872,37778.162719731
TAG(54:1)_FA 16:1,0.9424806420796665,5.46872058745598,3202.222512697305,0,0,906.8 -> 635.8,TAG1,45863.503601071,45863.503601071,23471.181549073,23471.181549073,38592.442657457
TAG(54:1)_FA 18:0,0.8597954874455602,7.994258297711946,3333.327695668733,0,0,906.8 -> 605.8,TAG1,304218.56152356,304218.56152356,164871.312499998,164871.312499998,80980.085876462
TAG(54:1)_FA 18:2,-1.0912028919142716,4.55620023328349,3650.3004082355774,0,0,906.8 -> 609.8,TAG2,13006.0610199002,13006.0610199002,27253.14205933,27253.14205933,13262.9408187863
TAG(54:1)_FA 20:0,-0.9866025110968848,5.489548550337156,3639.119862785752,0,0,906.8 -> 577.8,TAG2,27877.422218326,27877.422218326,54329.323425298,54329.323425298,14484.8610305771
TAG(54:1)_FA 20:4,-1.3155154562270188,4.020655740845376,4514.647781378993,0,0,906.8 -> 585.8,TAG2,8101.7406196599,8101.7406196599,19832.421356192,19832.421356192,8827.6205825796
TAG(54:2)_FA 16:0,1.1421721445982767,5.5526394876528755,4731.680531948104,0,0,904.8 -> 631.8,TAG1,52246.063842757,52246.063842757,23281.341705331,23281.341705331,36846.962799058
TAG(54:2)_FA 16:1,1.3772279279276562,5.974737297240608,7235.750000282384,0,0,904.8 -> 633.8,TAG1,77647.646057068,77647.646057068,29398.421966551,29398.421966551,37680.942443836
TAG(54:2)_FA 18:1,0.6051170634375169,8.148295410271748,1671.7553213448641,0,0,904.8 -> 605.8,TAG1,316588.80529778,316588.80529778,204701.41369622,204701.41369622,90742.40673826
TAG(54:2)_FA 18:2,-1.151915318964685,6.888197662590774,5605.727662251196,0,0,904.8 -> 607.8,TAG2,65440.104736326,65440.104736326,143017.52978521,143017.52978521,54636.084258981
TAG(54:2)_FA 20:0,-1.5642176559825436,5.34105151711987,8513.920083843897,0,0,904.8 -> 575.8,TAG2,18519.801269527,18519.801269527,53863.983825671,53863.983825671,16540.4212265109
TAG(54:2)_FA 20:4,-1.2823807287367797,4.310891761520338,4504.868429871905,0,0,904.8 -> 583.8,TAG2,9181.0406417776,9181.0406417776,21964.141845703,21964.141845703,16883.561115268
TAG(54:3)_FA 16:0,0.7837534830969854,5.201397922881743,2141.1996778987063,0,0,902.8 -> 629.8,TAG1,37084.342712407,37084.342712407,21185.561614985,21185.561614985,30677.162353508
TAG(54:3)_FA 16:1,0.8769406473831834,5.607524452918088,2853.822462962391,0,0,902.8 -> 631.8,TAG1,50593.043151862,50593.043151862,27094.942031865,27094.942031865,39746.462951678
TAG(54:3)_FA 18:2,-1.8729089353086381,7.491625478435911,14672.936950881402,0,0,902.8 -> 605.8,TAG2,74383.7655334621,74383.7655334621,267956.45690931,267956.45690931,29715.542037951
TAG(54:3)_FA 20:0,-1.7169350776235208,4.311389230154852,8067.551470301675,0,0,902.8 -> 573.8,TAG2,8285.5405273415,8285.5405273415,26789.101760853,26789.101760853,8916.6606750463
TAG(54:3)_FA 20:4,-0.9151561995377746,4.936387307845781,2814.3740680339474,0,0,902.8 -> 581.8,TAG2,18190.0615844679,18190.0615844679,33737.182464607,33737.182464607,18227.421173088
TAG(54:4)_FA 16:0,0.9148749903755532,4.812832535784281,2616.751995978525,0,0,900.8 -> 627.8,TAG1,27253.881835934,27253.881835934,14216.9208755488,14216.9208755488,29579.362182611
TAG(54:4)_FA 16:1,0.9022696489348239,5.1896249100983045,2800.2755695536334,0,0,900.8 -> 629.8,TAG1,37262.702606188,37262.702606188,19608.601211546,19608.601211546,32322.90264892
TAG(54:4)_FA 18:2,-1.8695346291555754,9.176490419985527,15318.07895546037,0,0,900.8 -> 603.8,TAG2,241973.97543325,241973.97543325,869638.16210931,869638.16210931,72504.38494872
TAG(54:4)_FA 20:0,-1.3808814842467252,3.7555594470873515,4569.442359007866,0,0,900.8 -> 571.8,TAG2,6605.5405349716,6605.5405349716,16919.361221312,16919.361221312,6785.5404701241
TAG(54:4)_FA 20:4,-1.254693460399086,6.89590027648072,6612.357318163316,0,0,900.8 -> 579.8,TAG2,62370.404418915,62370.404418915,146373.75024423,146373.75024423,56518.724304174
TAG(54:5)_FA 18:2,-2.1218927021095526,9.676606061018076,19506.999896754718,0,0,898.8 -> 601.8,TAG2,303006.12072763,303006.12072763,1297145.38769534,1297145.38769534,43820.842346187
TAG(54:5)_FA 20:0,-1.3058743519927911,3.775105885115473,4159.407374777946,0,0,898.8 -> 569.8,TAG2,6995.500534057,6995.500534057,17010.401107785,17010.401107785,6558.4004669157
TAG(54:5)_FA 20:4,-1.6313907482353143,7.297387284856908,11207.068287489772,0,0,898.8 -> 577.8,TAG2,71709.444152822,71709.444152822,218503.39343254,218503.39343254,44633.563018788
TAG(54:6)_FA 18:2,-1.9333072275458563,9.655087765862175,16411.46170182107,0,0,896.8 -> 599.8,TAG2,331028.52447505,331028.52447505,1243462.72485358,1243462.72485358,48293.843750002
TAG(54:6)_FA 20:0,-1.1040154043367625,3.8763517939330967,3105.8319854350475,0,0,896.8 -> 567.8,TAG2,8124.2606353797,8124.2606353797,17175.641098025,17175.641098025,7956.8806381226
TAG(54:6)_FA 20:4,-2.1671069081561813,6.703795906547071,18196.80560953573,0,0,896.8 -> 575.8,TAG2,35541.342834468,35541.342834468,156993.97070317,156993.97070317,28861.72221375
TAG(54:7)_FA 16:0,1.2141887282869566,5.741517521442807,5531.799142118758,0,0,894.8 -> 621.8,TAG1,64158.883422912,64158.883422912,27197.702041628,27197.702041628,31402.242126464
TAG(54:7)_FA 16:1,0.7104722252183158,5.061232146467475,1723.8651354674466,0,0,894.8 -> 623.8,TAG1,33254.642272956,33254.642272956,19987.641448979,19987.641448979,27074.021911624
TAG(54:7)_FA 18:1,0.6240052386006445,7.4219811418757295,1738.3161115010562,0,0,894.8 -> 595.8,TAG1,200391.249816916,200391.249816916,127884.549255415,127884.549255415,28168.501983637
TAG(54:7)_FA 18:2,-1.9101750648175673,8.163049711636972,15616.75980914854,0,0,894.8 -> 597.8,TAG2,119036.068710325,119036.068710325,440030.38668873,440030.38668873,18835.8014602708
TAG(54:7)_FA 20:0,-1.3306242741058456,5.711599150355511,6590.383907813746,0,0,894.8 -> 565.8,TAG2,26037.282043457,26037.282043457,64407.80432126,64407.80432126,27790.901855469
TAG(54:7)_FA 20:4,-1.8610358625587575,5.544980355035121,12196.651885110543,0,0,894.8 -> 573.8,TAG2,19058.5812644854,19058.5812644854,68093.244140585,68093.244140585,11267.9208526635
TAG(54:8)_FA 16:0,0.8432673846190005,6.114672587403377,2824.6681341711196,0,0,892.7 -> 619.7,TAG1,72115.625122069,72115.625122069,39533.362915028,39533.362915028,54005.12390135
TAG(54:8)_FA 16:1,1.3984696439123734,6.177922699547683,7654.754853814332,0,0,892.7 -> 621.7,TAG1,92490.888000544,92490.888000544,34506.462402339,34506.462402339,35803.062469485
TAG(54:8)_FA 18:2,-1.8786447005537013,7.110686074943536,14484.968629162015,0,0,892.7 -> 595.7,TAG2,57622.70381163,57622.70381163,208404.212402455,208404.212402455,16501.7608413718
TAG(54:8)_FA 20:0,-1.057981637351484,4.840513793677964,3699.0650531894034,0,0,892.7 -> 563.7,TAG2,16617.141242982,16617.141242982,34027.182495123,34027.182495123,12869.2609062157
TAG(54:8)_FA 20:4,-1.4669774070952584,4.655162986145558,6654.06420411062,0,0,892.7 -> 571.7,TAG2,12291.900836935,12291.900836935,33420.261871348,33420.261871348,8889.9805564959
TAG(56:0)_FA 16:0,1.5327437297182187,6.521141158602526,9355.08254565876,0,0,936.9 -> 663.9,TAG1,115642.128784275,115642.128784275,39309.462982176,39309.462982176,57966.544097964
TAG(56:0)_FA 16:1,0.7675253472068713,4.73264139092903,1860.2556894857153,0,0,936.9 -> 665.9,TAG1,26337.6619262699,26337.6619262699,15216.381088259,15216.381088259,23260.861740107
TAG(56:0)_FA 18:0,1.0146254593050494,5.161059073073364,3472.9419389757422,0,0,936.9 -> 635.9,TAG1,36602.882629395,36602.882629395,17818.241271967,17818.241271967,34407.982696544
TAG(56:0)_FA 20:0,-1.1992468574501394,5.693968690448836,5428.814082660621,0,0,936.9 -> 607.9,TAG2,28423.981948859,28423.981948859,64191.724548336,64191.724548336,20861.801589975
TAG(56:0)_FA 20:4,-0.9458087416703027,4.328397493093427,2615.1472941124175,0,0,936.9 -> 615.9,TAG2,11819.9208908104,11819.9208908104,22393.261718749,22393.261718749,11685.4809036226
TAG(56:1)_FA 16:0,0.6879863168433187,5.097452242043088,1642.7650659839749,0,0,934.9 -> 661.9,TAG1,34938.122802724,34938.122802724,21329.361724858,21329.361724858,24381.6618042
TAG(56:1)_FA 16:1,1.484674485236841,6.809426746811625,8923.765466239023,0,0,934.9 -> 663.9,TAG1,127468.065917828,127468.065917828,44797.402954107,44797.402954107,105058.7854003
TAG(56:1)_FA 18:0,1.2456876799126957,5.195662888791817,5241.154641949613,0,0,934.9 -> 633.9,TAG1,41216.002731311,41216.002731311,17094.581085216,17094.581085216,30108.962127692
TAG(56:1)_FA 18:1,-1.4409680499988828,4.516502324959232,6160.727979264894,0,0,934.9 -> 635.9,TAG2,10932.4208488498,10932.4208488498,29192.942047123,29192.942047123,10919.5407447826
TAG(56:1)_FA 20:0,1.746127024252004,6.667154911782102,12271.255171715295,0,0,934.9 -> 605.896,TAG2,151774.393569978,151774.393569978,44498.442871081,44498.442871081,14157.261077887
TAG(56:1)_FA 20:4,-1.0617628339855167,4.200466166019566,3165.746981554095,0,0,934.9 -> 613.9,TAG2,10331.7405738865,10331.7405738865,21212.041595447,21212.041595447,10213.8207473754
TAG(56:2)_FA 16:0,0.7850563103303934,5.058321195097268,2125.7631085586736,0,0,932.9 -> 659.9,TAG1,35656.162323,35656.162323,20351.281364439,20351.281364439,21233.241195679
TAG(56:2)_FA 16:1,0.7242256978743755,5.222519469441469,1869.0678208249358,0,0,932.9 -> 661.9,TAG1,39368.122604368,39368.122604368,23437.64149475,23437.64149475,23687.421737671
TAG(56:2)_FA 18:0,1.0695200117020467,5.208450520117282,3905.226221753348,0,0,932.9 -> 631.9,TAG1,39268.062652569,39268.062652569,18401.961120608,18401.961120608,32681.142089849
TAG(56:2)_FA 18:1,-1.3616006267084202,4.768715916136771,5922.078228677098,0,0,932.9 -> 633.9,TAG2,13920.4411849945,13920.4411849945,35182.102508551,35182.102508551,10340.7207794192
TAG(56:2)_FA 18:2,-1.5423277815133427,4.722936722370515,7394.30325113843,0,0,932.9 -> 635.9,TAG2,12318.6209869354,12318.6209869354,35288.702636714,35288.702636714,9916.3407096858
TAG(56:2)_FA 20:0,2.965324397677089,8.579688132149156,34712.92629714156,0,0,932.9 -> 603.9,TAG2,671483.648025523,671483.648025523,84560.406494185,84560.406494185,21725.301582341
TAG(56:2)_FA 20:4,-1.174077838378604,3.6172041815916987,3204.8456706905044,0,0,932.9 -> 611.9,TAG2,6567.2204666135,6567.2204666135,14574.801010131,14574.801010131,6647.580520632
TAG(56:3)_FA 16:1,0.9184368282572192,5.409745976791238,3054.5523640690435,0,0,930.8 -> 659.8,TAG1,46207.362945525,46207.362945525,24044.56161498,24044.56161498,29572.682083122
TAG(56:3)_FA 18:0,1.133042841433115,5.106708229362076,4271.445728708083,0,0,930.8 -> 629.8,TAG1,36903.322906477,36903.322906477,16548.841339117,16548.841339117,31050.082275401
TAG(56:3)_FA 18:1,-1.430640117627193,4.99564017337818,6753.281457527324,0,0,930.8 -> 631.796,TAG2,15356.861129769,15356.861129769,40714.963073716,40714.963073716,14898.3009872454
TAG(56:3)_FA 18:2,-1.6238508691875242,5.150164688862771,8835.596548298445,0,0,930.8 -> 633.8,TAG2,15781.2211074801,15781.2211074801,47835.963439949,47835.963439949,14081.1810417178
TAG(56:3)_FA 20:0,0.9844396230609166,7.196802880567602,4229.0873828018775,0,0,930.8 -> 601.8,TAG2,189723.192703258,189723.192703258,94310.066772495,94310.066772495,18132.7812576297
TAG(56:3)_FA 20:4,-1.190636648059496,4.2792707506230085,4053.5200082879046,0,0,930.8 -> 609.8,TAG2,10472.7607650801,10472.7607650801,23510.681610117,23510.681610117,9418.0806655878
TAG(56:4)_FA 16:1,0.8705886324663348,4.77752352391442,2381.0948332544476,0,0,928.8 -> 657.8,TAG1,27119.682159425,27119.682159425,14587.920944212,14587.920944212,26354.181716919
TAG(56:4)_FA 18:0,0.8885018867060535,4.614147167620845,2357.372165368204,0,0,928.8 -> 627.8,TAG1,23618.721618649,23618.721618649,12547.940956119,12547.940956119,25697.601852409
TAG(56:4)_FA 18:1,-1.3110323057576585,4.420327253647086,5058.970729625566,0,0,928.8 -> 629.8,TAG2,11000.5008087217,11000.5008087217,26844.741882323,26844.741882323,9612.7206687922
TAG(56:4)_FA 18:2,-1.5329984296190822,5.025414879829028,7785.788846415138,0,0,928.8 -> 631.8,TAG2,15324.9610900943,15324.9610900943,43617.823028556,43617.823028556,11734.8807983403
TAG(56:4)_FA 20:0,-1.3880198529249868,6.659018218141191,7934.045613011525,0,0,928.8 -> 599.8,TAG2,52125.043746963,52125.043746963,134173.4090577,134173.4090577,29238.882568358
TAG(56:4)_FA 20:4,-1.1910544778765908,6.110558936692798,5627.52057652262,0,0,928.8 -> 607.8,TAG2,38367.082916259,38367.082916259,86156.18676759,86156.18676759,25966.661834708
TAG(56:5)_FA 18:0,0.8328947932706124,4.652833923769693,2129.002250494495,0,0,926.8 -> 625.8,TAG1,24903.021820061,24903.021820061,13750.161087036,13750.161087036,23356.461669929
TAG(56:5)_FA 18:1,-1.1771648763117948,4.188033184459246,3854.0333400834843,0,0,926.8 -> 627.796,TAG2,9789.3606529258,9789.3606529258,21772.241363525,21772.241363525,9532.3008079486
TAG(56:5)_FA 18:2,-1.4811571300633404,4.639990798966197,6727.877306953737,0,0,926.8 -> 629.8,TAG2,11952.0208206202,11952.0208206202,32817.142303475,32817.142303475,9738.0006370571
TAG(56:5)_FA 20:0,-1.0919068347746552,5.0446539376542034,4137.344461500227,0,0,926.8 -> 597.8,TAG2,19726.1213531407,19726.1213531407,41354.582763669,41354.582763669,9252.2406692467
TAG(56:6)_FA 18:0,1.2875022993358882,5.574856575417429,5977.185182367112,0,0,924.8 -> 623.8,TAG1,55090.343719489,55090.343719489,22196.321563727,22196.321563727,36277.422607428
TAG(56:6)_FA 18:1,-1.237941158028835,3.934068212378217,3883.475778059474,0,0,924.8 -> 625.8,TAG2,7740.4605178822,7740.4605178822,17956.101287846,17956.101287846,9555.6206092831
TAG(56:6)_FA 18:2,-1.1893840877619895,4.163393450426929,3860.4387515256876,0,0,924.8 -> 627.8,TAG2,9311.7406539902,9311.7406539902,20886.141387938,20886.141387938,11047.9407386764
TAG(56:6)_FA 20:0,-1.5093348114626282,4.430864734311997,6607.266544078565,0,0,924.8 -> 595.8,TAG2,10107.9807205158,10107.9807205158,28301.322051999,28301.322051999,9079.8406906109
TAG(56:7)_FA 16:0,0.7443982148210374,5.17829660160118,1917.0626430250315,0,0,922.8 -> 649.8,TAG1,35402.802886965,35402.802886965,20784.241485602,20784.241485602,32517.84225463
TAG(56:7)_FA 18:0,1.9110819131559893,6.066398415972192,13510.485478621611,0,0,922.8 -> 621.8,TAG1,93652.067443831,93652.067443831,24491.001525871,24491.001525871,32151.122467036
TAG(56:7)_FA 18:2,-1.173596370486521,3.9519393335144226,3593.83846247872,0,0,922.8 -> 625.8,TAG2,8410.5606193568,8410.5606193568,18659.50128174,18659.50128174,7550.120536805
TAG(56:7)_FA 20:0,-1.156148684138411,4.673285102489248,4175.810244724224,0,0,922.8 -> 593.8,TAG2,13553.380943301,13553.380943301,29707.702270508,29707.702270508,15182.4610824481
TAG(56:7)_FA 20:4,-1.1655051914865973,7.084865079968728,5830.476335907904,0,0,922.8 -> 601.8,TAG2,79043.726501381,79043.726501381,174382.77197263,174382.77197263,33021.442169176
TAG(56:8)_FA 16:0,0.9033409493505339,5.275547756124705,2877.8855953477,0,0,920.8 -> 647.8,TAG1,41064.06344604,41064.06344604,21592.941513054,21592.941513054,29673.742218013
TAG(56:8)_FA 16:1,0.927683411718878,5.323295971178992,3034.5619512440694,0,0,920.8 -> 649.796,TAG1,41521.323120133,41521.323120133,21468.081237788,21468.081237788,34268.58218384
TAG(56:8)_FA 18:0,1.4543568654405445,6.056546188068688,8061.776807877731,0,0,920.8 -> 619.8,TAG1,81221.585510223,81221.585510223,29150.701995866,29150.701995866,45815.803283691
TAG(56:8)_FA 18:1,-1.0056161365150047,4.982780633508002,3474.4247278823327,0,0,920.8 -> 621.8,TAG2,19322.96126557,19322.96126557,38157.462554922,38157.462554922,10987.2007675189
TAG(56:8)_FA 18:2,-1.0158223659903005,4.562701875821421,3174.9975560420594,0,0,920.8 -> 623.8,TAG2,13389.9009704617,13389.9009704617,26629.081817635,26629.081817635,14187.2210311817
TAG(56:8)_FA 20:0,-1.4195891355759485,4.517749527287448,5951.905503005063,0,0,920.8 -> 591.8,TAG2,10840.9407272324,10840.9407272324,28522.842102044,28522.842102044,12544.3009262099
TAG(56:8)_FA 20:4,-1.7238212038482477,7.05818174303782,12253.385223439103,0,0,920.8 -> 599.8,TAG2,57248.443969769,57248.443969769,185981.61120603,185981.61120603,43144.482574473
TAG(58:0)_FA 18:0,1.572123426981462,6.457206402379161,9759.498254399849,0,0,964.9 -> 663.9,TAG1,111791.487243699,111791.487243699,36977.302581795,36977.302581795,54392.043273965
TAG(58:0)_FA 18:2,-1.041428577344671,3.801219476273758,2689.031250936762,0,0,964.9 -> 667.9,TAG2,7788.5405578618,7788.5405578618,15766.841171264,15766.841171264,8489.7604598968
TAG(58:0)_FA 20:0,-1.020529991178883,4.610368947017899,3261.342776393155,0,0,964.9 -> 635.9,TAG2,14093.8809165929,14093.8809165929,28120.721832276,28120.721832276,12937.5008468688
TAG(58:0)_FA 20:4,-1.0347756764152556,3.7620442412133426,2656.7012059977005,0,0,964.9 -> 643.9,TAG2,7815.2006492609,7815.2006492609,15748.021133425,15748.021133425,6973.5004119857
TAG(58:10)_FA 18:0,0.912648178401779,4.7061092195215535,2560.8982745774983,0,0,944.8 -> 643.8,TAG1,25918.301910398,25918.301910398,13541.100898738,13541.100898738,25556.121932985
TAG(58:10)_FA 18:1,-1.362131240838288,4.420014638177201,5422.923161016041,0,0,944.8 -> 645.8,TAG2,10665.0008811938,10665.0008811938,26964.361938479,26964.361938479,10025.3208236634
